,Data Traffic (MB),Data Traffic (MB),Data Traffic (MB),Data Traffic (MB),Data Traffic (MB),Data Traffic (MB),Data Traffic (MB),Data Traffic (MB),Data Traffic (MB)
2017-09-14 10:30:00,165.52482,244.837283,201.20111,555.599003,639.264429,580.594446,20.71623,5.268264,117.479815
2017-09-14 10:45:00,208.34399,149.420981,378.38538,716.283908,540.739296,717.229292,3.161258,17.409209,158.415996
2017-09-14 11:00:00,120.958866,250.981847,254.710922,561.91871,514.811279,742.20241,19.912255,7.778514,89.176807
2017-09-14 11:15:00,119.145589,139.687732,355.477751,539.469764,785.275114,909.26497,3.029256,28.197872,78.738855
2017-09-14 11:30:00,78.112356,142.844405,323.582821,1138.094044,605.286067,659.956071,160.840106,10.810254,119.077169
2017-09-14 11:45:00,59.327112,166.251805,288.550653,614.268415,647.126929,430.309934,11.075421,17.911569,111.451379
2017-09-14 12:00:00,866.756072,239.066054,389.133592,488.142578,621.622092,975.399668,51.470089,30.509315,69.647366
2017-09-14 12:15:00,236.898698,299.773064,225.47572,535.4219,1111.349927,671.521398,27.261464,5.121019,114.882201
2017-09-14 12:30:00,148.157613,251.237835,472.609847,865.824737,876.078182,546.945633,18.808509,93.603359,38.06059
2017-09-14 12:45:00,74.551464,104.689022,263.298768,637.390267,1058.487319,1085.947109,24.464656,48.963962,99.464151
2017-09-14 13:00:00,83.388339,230.527041,332.248276,777.012653,913.366709,745.771366,56.993431,49.610712,88.304099
2017-09-14 13:15:00,134.322606,110.118878,321.060518,992.286336,1162.66354,928.940778,7.586845,3.470543,180.781232
2017-09-14 13:30:00,236.241785,133.267784,201.52158,792.707578,1022.709634,1468.294326,16.492007,6.243599,123.827615
2017-09-14 13:45:00,163.143143,294.140989,179.701757,737.471219,915.039323,1188.843921,23.738753,23.520849,254.4163
2017-09-14 14:00:00,121.118219,262.667896,311.78547,657.813762,1271.447462,921.608782,39.203124,17.419673,131.859286
2017-09-14 14:15:00,101.905789,115.125133,396.193054,948.161866,1048.309397,751.827525,5.112683,8.630693,24.293588
2017-09-14 14:30:00,120.601491,183.959131,283.132732,746.254803,680.784981,945.693811,54.202066,36.976754,174.002884
2017-09-14 14:45:00,117.059631,154.042932,395.881372,901.594949,672.989164,720.594995,23.693209,20.840586,124.165509
2017-09-14 15:00:00,168.728864,235.729923,319.509542,891.794513,717.078945,777.629537,22.275873,2.598321,222.880214
2017-09-14 15:15:00,271.128183,239.025751,295.769225,1311.179429,847.47167,1326.245235,98.193676,13.928001,291.50051
2017-09-14 15:30:00,309.608925,430.779292,257.807608,1440.303399,1178.852223,1067.407213,142.951885,167.709298,254.033123
2017-09-14 15:45:00,198.164942,273.770096,187.938971,1098.537993,1187.311868,826.064058,10.575105,31.439412,106.207798
2017-09-14 16:00:00,122.741065,155.639685,426.220451,1167.427317,601.851943,856.939745,4.31632,52.491004,56.417253
2017-09-14 16:15:00,142.366658,104.183806,247.2938,998.945555,670.346858,1049.951524,9.547929,18.792249,87.695068
2017-09-14 16:30:00,279.282463,221.231412,164.644184,896.894803,803.127493,887.138914,31.576036,15.117401,125.615653
2017-09-14 16:45:00,257.172888,214.650855,101.840401,707.173943,822.019516,1084.461794,36.712882,23.636038,93.295009
2017-09-14 17:00:00,409.603781,203.343822,137.501336,542.329437,1386.675709,1297.127933,7.307502,20.145876,284.886872
2017-09-14 17:15:00,149.881462,369.410199,344.176018,563.026573,851.357816,1306.745471,4.876972,11.902843,242.126735
2017-09-14 17:30:00,147.994899,387.855793,250.219889,696.693431,1134.232554,927.746098,11.130282,4.858669,133.589039
2017-09-14 17:45:00,153.859822,317.805074,239.073614,667.606429,682.648163,1191.531281,4.409683,52.650888,73.257376
2017-09-14 18:00:00,140.525663,288.033186,208.560887,807.116156,1009.132868,1163.559839,19.882555,34.037348,133.18655
2017-09-14 18:15:00,223.08082,222.464954,252.408211,927.97512,1586.831003,1082.744941,4.371326,41.9862,48.907409
2017-09-14 18:30:00,188.90104,303.89733,395.379376,879.410008,1468.343774,938.392218,9.675866,29.360816,96.648027
2017-09-14 18:45:00,122.034473,314.058126,327.472463,630.531935,1383.016259,1230.158348,24.312978,23.706671,107.847206
2017-09-14 19:00:00,218.801374,227.292916,159.878319,748.292714,1535.111168,1374.94719,26.773241,17.674987,125.432667
2017-09-14 19:15:00,118.074368,207.589395,184.771242,1057.682272,1033.949096,1871.667917,8.355819,38.078461,80.742636
2017-09-14 19:30:00,162.787513,179.117677,346.277785,794.160239,827.202386,1009.607544,33.558663,25.074424,107.505191
2017-09-14 19:45:00,84.109946,254.137651,392.264081,612.295866,712.376448,980.669613,71.082186,6.335109,203.435981
2017-09-14 20:00:00,66.628818,358.164575,190.080992,554.239367,1002.62585,1032.840584,17.318066,39.787098,208.097734
2017-09-14 20:15:00,54.992184,412.360374,188.741542,630.751483,1392.737566,927.270493,5.694833,23.735254,191.470804
2017-09-14 20:30:00,65.601983,482.0317,1285.474095,478.13981,1248.114918,1232.350627,21.828127,126.475947,125.574657
2017-09-14 20:45:00,78.051803,268.834525,383.669694,766.049246,1095.910576,1044.796341,59.534203,36.723552,188.246147
2017-09-14 21:00:00,72.90182,248.597831,256.751049,858.173187,930.508486,1184.437294,18.086228,3.134475,152.334078
2017-09-14 21:15:00,58.860102,676.072085,286.48679,591.702157,1408.817481,1359.756538,10.533597,15.087264,98.168105
2017-09-14 21:30:00,112.105017,228.085688,414.221721,722.950538,980.963787,1442.362267,30.107808,27.917766,88.118243
2017-09-14 21:45:00,78.970417,120.486733,266.401956,630.805697,1221.296664,1411.658098,14.495546,55.429614,186.310408
2017-09-14 22:00:00,86.296771,126.292912,232.621844,604.928634,1285.179103,953.622827,59.277857,85.952213,237.034044
2017-09-14 22:15:00,118.961356,278.010388,367.868492,631.738053,708.986368,942.221156,40.921006,50.235946,125.558621
2017-09-14 22:30:00,83.237265,309.60406,229.643408,481.104687,1074.612703,1181.713034,10.69874,35.807553,165.617048
2017-09-14 22:45:00,43.701476,87.610248,271.450314,435.712634,763.214762,1323.946792,125.146433,9.977084,196.63752
2017-09-14 23:00:00,321.809341,80.848986,387.998272,404.798497,1082.468149,1520.217889,64.569032,36.265443,94.59217
2017-09-14 23:15:00,221.51437,166.23855,329.232776,321.384065,1016.731491,1259.291731,7.821334,23.026581,105.684872
2017-09-14 23:30:00,38.817151,108.197186,345.571547,204.117744,883.507258,1154.264221,12.497994,4.261297,148.842391
2017-09-14 23:45:00,15.500867,108.859463,368.735961,362.079416,630.048502,1708.530361,4.271047,3.920953,56.162654
2017-09-15 00:00:00,59.992136,83.19088,349.531578,909.464793,843.985175,1437.088037,4.054054,17.206548,87.933255
2017-09-15 00:15:00,12.458495,17.568865,198.14383,413.584492,559.782146,1110.176122,0.325986,16.061653,81.265403
2017-09-15 00:30:00,46.660109,17.921137,294.389969,316.017031,590.01942,1839.272975,9.425854,15.37917,83.49701
2017-09-15 00:45:00,48.84413,32.337975,142.116887,377.70258,475.974231,897.597392,10.318042,12.527936,80.334328
2017-09-15 01:00:00,55.902236,55.780207,326.98907,346.573277,602.64389,670.003541,0.436531,15.063081,81.605052
2017-09-15 01:15:00,307.82734,11.96081,177.012861,291.119755,455.392772,519.713196,0.039305,19.662715,27.99252
2017-09-15 01:30:00,64.872414,151.465182,93.740674,203.110291,447.517352,393.563025,0.038316,0.803208,9.640992
2017-09-15 01:45:00,104.695103,4.960855,301.199061,172.332175,416.412155,437.265326,1.322885,1.340874,25.438733
2017-09-15 02:00:00,283.332886,56.60099,299.469189,344.720378,514.753074,486.778594,0.984515,3.974379,39.880161
2017-09-15 02:15:00,232.633613,2.813642,55.055948,169.054579,553.356883,482.216444,5.352109,2.619335,76.846073
2017-09-15 02:30:00,44.779874,22.39144,150.907155,159.620611,305.465534,455.739994,5.501514,0.00794,56.415181
2017-09-15 02:45:00,67.716139,112.448197,69.16439,72.30259,274.36976,393.04578,8.167898,3.436072,7.022111
2017-09-15 03:00:00,89.02155,58.553474,90.242996,36.597974,265.94459,270.326634,0.833603,0.055928,0.892964
2017-09-15 03:15:00,4.569143,412.381007,102.372865,34.459193,494.605358,209.364211,13.58638,33.309279,4.313456
2017-09-15 03:30:00,12.332071,119.892375,48.400313,16.405992,352.078277,122.51995,4.12185,11.09718,6.005478
2017-09-15 03:45:00,4.216521,134.018668,19.199464,31.378001,74.782297,76.267765,0.073047,0.620842,0.969991
2017-09-15 04:00:00,3.288314,0.675364,8.052977,21.337822,356.987645,75.081254,0.011867,0.651193,0.566807
2017-09-15 04:15:00,0.396722,2.422695,16.206101,21.004094,53.908607,50.828346,0.12678,0.45257,0.946198
2017-09-15 04:30:00,0.886563,0.737467,64.946678,24.07808,49.933952,107.982288,0.028393,0.000186,7.553024
2017-09-15 04:45:00,0.622061,1.069941,2.20745,5.394637,117.077903,120.905214,0.014931,0.058978,1.828309
2017-09-15 05:00:00,23.128318,1.34605,85.011305,1.259217,69.784615,48.207323,0.026487,0,16.623887
2017-09-15 05:15:00,11.244407,4.214058,14.79253,22.712013,51.231021,189.04044,0.015351,0.004477,2.396862
2017-09-15 05:30:00,1.522275,53.738293,38.05915,56.524577,119.657582,64.13685,0.483353,0.043914,2.207834
2017-09-15 05:45:00,1.097895,111.223529,67.830941,19.773514,78.705473,90.933165,0.27102,0.720861,4.756282
2017-09-15 06:00:00,6.855612,115.405236,47.243241,43.2695,59.163459,88.234932,15.153675,0.048487,0.383267
2017-09-15 06:15:00,13.094587,77.912416,21.965862,131.245471,179.190321,307.148571,0.100778,0.112484,0.544126
2017-09-15 06:30:00,20.815779,95.012858,15.750383,56.46991,178.765912,244.37674,0.068499,0.057792,61.723399
2017-09-15 06:45:00,127.120023,104.415643,175.569364,190.991467,194.746325,162.784557,0.238203,2.272517,58.795873
2017-09-15 07:00:00,15.879609,250.193605,110.655276,169.894288,254.838049,234.154512,12.023562,0.063636,35.093963
2017-09-15 07:15:00,54.155198,94.947751,36.042086,311.984017,405.402352,304.260752,8.095966,6.860971,7.441985
2017-09-15 07:30:00,65.861124,211.624708,38.8744,295.156868,379.680856,486.005598,0.864947,0.54369,20.811285
2017-09-15 07:45:00,100.657808,139.844349,88.379202,592.914378,423.809209,558.14644,11.36786,72.48741,56.739044
2017-09-15 08:00:00,51.12257,293.443113,155.907826,515.629047,583.231444,553.447383,1.128405,7.083198,31.339239
2017-09-15 08:15:00,81.556738,227.409722,163.710904,381.584649,600.688371,462.232327,33.254482,26.852247,29.110255
2017-09-15 08:30:00,168.356495,306.139857,54.170157,678.08944,510.153592,432.977835,5.420322,6.820867,26.186577
2017-09-15 08:45:00,135.164392,320.074164,81.749546,922.393263,620.891121,546.744845,12.06255,29.445502,41.892559
2017-09-15 09:00:00,123.246741,230.244895,260.440631,722.240267,621.178289,498.734991,1.473755,12.461078,159.618052
2017-09-15 09:15:00,104.545901,225.22796,240.052267,781.709704,714.17316,353.254155,33.631674,17.353765,188.574666
2017-09-15 09:30:00,367.845636,191.909213,220.22673,933.846554,864.290281,350.622717,24.048662,27.155964,352.463232
2017-09-15 09:45:00,152.075612,308.151901,197.098727,1209.491067,951.553597,518.144024,36.488968,4.158788,226.395491
2017-09-15 10:00:00,128.988956,109.517959,87.934778,632.53488,606.786915,610.105018,40.873969,34.586196,125.380148
2017-09-15 10:15:00,113.828022,157.788455,174.943946,416.02723,670.653975,1312.38806,38.952405,29.46961,182.710371
2017-09-15 10:30:00,190.177549,80.046823,232.836835,481.702406,747.91026,633.679404,27.868548,30.85493,233.477794
2017-09-15 10:45:00,148.280009,169.720568,201.062301,581.1156,900.474094,645.105694,40.252286,5.421922,56.981403
2017-09-15 11:00:00,145.656523,152.951749,570.043091,754.521249,837.078065,570.365945,23.753761,33.553523,55.418423
2017-09-15 11:15:00,71.705092,127.351704,301.348903,876.469438,694.208038,646.774291,40.681255,20.509952,46.199726
2017-09-15 11:30:00,164.69397,201.979927,331.672941,603.810607,811.471272,693.825365,28.394274,34.270347,182.947904
2017-09-15 11:45:00,50.325827,221.867605,455.076398,961.568405,767.624124,638.236473,12.838152,5.211885,96.281455
2017-09-15 12:00:00,77.350287,118.324334,344.329349,1029.521103,905.794377,791.3157,24.113159,10.812176,116.745059
2017-09-15 12:15:00,203.232602,133.368595,104.47879,847.881453,1150.353239,433.906753,3.943934,12.420182,28.592727
2017-09-15 12:30:00,163.939289,160.673866,258.333319,674.241013,1133.12304,1016.609515,93.450778,19.882507,101.039304
2017-09-15 12:45:00,112.117782,107.438075,274.663738,804.372539,1127.766001,1077.486156,24.075484,18.902427,119.830939
2017-09-15 13:00:00,99.94134,139.141973,297.658259,899.761829,1061.175191,583.047073,27.506901,19.797399,126.828152
2017-09-15 13:15:00,107.047868,159.626964,251.22271,959.72238,777.313177,1003.062862,12.62914,13.256299,192.622817
2017-09-15 13:30:00,214.374049,110.925856,185.497509,672.163433,926.823816,862.434493,46.925931,6.303732,253.290132
2017-09-15 13:45:00,253.958601,245.631744,206.170052,780.338239,674.490473,883.299938,8.159137,20.11641,242.875694
2017-09-15 14:00:00,190.122456,167.962733,130.657723,613.985204,813.9526,699.853127,6.451413,18.259672,74.08306
2017-09-15 14:15:00,132.621678,161.737262,271.07065,552.150035,834.888049,985.45587,20.48199,14.490011,197.631835
2017-09-15 14:30:00,34.88383,154.186643,418.092746,610.219331,734.702646,689.991328,17.16524,14.583571,50.765515
2017-09-15 14:45:00,148.622067,174.5715,222.402608,732.689469,654.63532,582.831207,12.007994,19.116382,77.751609
2017-09-15 15:00:00,114.355518,138.346416,321.82931,861.19454,980.54284,868.398588,23.944846,19.138456,78.125951
2017-09-15 15:15:00,125.973854,118.955508,424.916108,778.042145,673.193129,1174.053248,67.308517,20.925459,42.670231
2017-09-15 15:30:00,76.119362,119.200565,657.368803,1271.145058,1272.505224,949.210433,20.058464,50.026608,162.789551
2017-09-15 15:45:00,83.782924,231.397046,268.635013,1772.956789,964.926067,864.746098,22.848641,102.54509,104.308612
2017-09-15 16:00:00,271.848818,284.076461,387.28372,2020.795338,1245.822021,1096.971948,10.437479,3.519393,62.519661
2017-09-15 16:15:00,207.79434,263.145869,251.786527,1988.128021,969.656777,1018.734973,70.569005,36.688639,96.07774
2017-09-15 16:30:00,236.955465,259.57448,176.226916,1725.06809,1198.819518,920.510909,19.92902,53.818387,41.889623
2017-09-15 16:45:00,165.501587,309.965847,220.098811,1357.279402,1503.568805,1354.095606,19.489392,29.598736,115.378472
2017-09-15 17:00:00,118.359918,264.646511,340.378778,1238.616252,898.017331,822.672799,30.133449,26.833724,311.687372
2017-09-15 17:15:00,103.654838,168.129434,361.480702,1208.743649,910.688645,767.806187,68.045364,36.963348,314.175951
2017-09-15 17:30:00,180.507772,203.666854,328.723459,1299.192368,2128.574717,1110.214819,14.609171,29.219493,134.43184
2017-09-15 17:45:00,72.238588,401.719677,172.286228,1147.408975,2906.735804,944.302787,8.704519,20.158383,51.880038
2017-09-15 18:00:00,141.394239,321.929853,229.809227,1258.718838,1695.949245,1439.113522,17.04292,59.29231,187.195094
2017-09-15 18:15:00,241.239704,305.547932,474.894898,747.422707,1096.145943,1113.323775,20.216571,8.32393,103.076097
2017-09-15 18:30:00,119.849227,279.395623,865.573503,737.374046,764.766317,961.612441,26.712955,11.902453,69.714543
2017-09-15 18:45:00,80.659156,279.486666,449.229585,765.42909,1176.511721,983.082763,4.655107,24.601882,140.187676
2017-09-15 19:00:00,81.713912,439.065875,230.567356,607.032058,920.464176,1598.914132,13.984313,14.172177,175.895067
2017-09-15 19:15:00,229.62494,369.512619,235.448046,619.425629,1158.663184,925.326068,82.234339,12.783887,40.442559
2017-09-15 19:30:00,94.4708,496.125495,210.406553,731.544418,1067.298538,920.615764,48.947958,40.788401,104.650568
2017-09-15 19:45:00,67.18427,227.553525,214.785598,791.521809,1017.066114,704.578658,7.158738,20.976577,128.453239
2017-09-15 20:00:00,110.414678,186.203978,247.196586,612.058491,1228.005022,963.596025,25.864701,27.719559,88.587862
2017-09-15 20:15:00,50.403031,196.18637,1630.77172,711.114418,917.215707,1076.582279,5.631138,38.369902,166.551473
2017-09-15 20:30:00,113.42361,249.670114,1073.844432,687.353024,761.381172,1190.044852,13.870164,30.594196,105.27376
2017-09-15 20:45:00,181.158114,322.774615,294.282415,439.498068,978.52165,1150.84233,50.973911,10.179625,62.810385
2017-09-15 21:00:00,116.577814,245.49246,273.86388,501.930109,1010.461277,1111.593928,10.119851,50.629792,140.809787
2017-09-15 21:15:00,76.745857,458.0615,386.71641,753.358956,983.777605,1189.502912,23.103731,130.058057,121.531665
2017-09-15 21:30:00,109.114168,219.106673,271.909516,529.857571,984.633774,1630.221999,7.836803,18.868494,77.240987
2017-09-15 21:45:00,121.140204,251.859145,220.938843,681.14599,1341.087485,1999.158876,8.713353,15.563477,95.834138
2017-09-15 22:00:00,68.554667,225.093104,267.169763,663.293037,1231.966726,2840.124962,77.628339,18.391028,53.899924
2017-09-15 22:15:00,89.232846,295.169131,278.523704,914.277644,1425.549176,1603.064659,3.785254,65.005335,199.822571
2017-09-15 22:30:00,246.637114,356.807333,587.584514,662.445632,1484.15884,1224.80076,10.654823,31.747321,89.562657
2017-09-15 22:45:00,100.98774,340.677306,882.793682,820.725586,1288.678911,1313.390804,5.081605,16.221823,48.547676
2017-09-15 23:00:00,79.780007,315.634264,345.297339,769.428456,1060.852581,1314.33698,2.741882,1.363388,143.878508
2017-09-15 23:15:00,65.706953,396.314935,250.497466,716.075297,1215.377028,1125.457354,1.05758,10.623421,91.819082
2017-09-15 23:30:00,69.369811,142.243371,392.141334,485.562477,1229.08762,1557.165533,5.440964,18.277514,113.851709
2017-09-15 23:45:00,50.076401,549.634432,521.23005,400.440984,1193.639054,1638.335915,9.632691,5.256537,103.114528
2017-09-16 00:00:00,236.265373,218.964608,343.09622,655.103793,1221.347154,1084.053297,23.773536,26.080286,60.737659
2017-09-16 00:15:00,156.180636,117.496911,516.594579,1252.471126,827.018821,1026.408599,38.583884,7.879231,271.187349
2017-09-16 00:30:00,252.1948,195.014869,186.139034,792.223362,1238.484316,931.84205,2.947979,2.469891,341.933395
2017-09-16 00:45:00,184.770882,231.598302,225.661558,464.073764,847.543138,1226.554392,0.079682,2.157852,134.871422
2017-09-16 01:00:00,280.738952,321.026195,336.028883,512.11092,1186.452111,747.546373,1.95618,3.85768,141.680977
2017-09-16 01:15:00,344.746027,125.38264,258.070707,184.775093,745.718118,874.842279,1.203209,3.843899,116.380135
2017-09-16 01:30:00,212.2896,274.556116,289.510424,209.280268,681.385999,1240.365666,2.438336,5.487938,155.872643
2017-09-16 01:45:00,15.319769,107.555704,198.683193,307.083893,790.191785,609.17176,0.177715,3.86327,65.091628
2017-09-16 02:00:00,45.597383,126.084017,104.119984,194.824903,545.575156,746.95473,0.318507,0.337448,38.695566
2017-09-16 02:15:00,43.335124,100.62983,202.474239,300.47078,569.725795,583.765998,26.473216,7.974769,23.268845
2017-09-16 02:30:00,104.759358,120.624807,391.650483,358.812915,537.264163,760.963744,1.279364,0.062126,48.243063
2017-09-16 02:45:00,34.366125,149.819448,220.038193,347.684683,337.529066,647.05605,9.563438,22.383305,70.484121
2017-09-16 03:00:00,2.398866,82.829581,159.845048,362.719574,386.961782,872.160241,1.132244,5.451844,138.816288
2017-09-16 03:15:00,8.060147,81.738787,87.07351,54.576959,432.577292,695.493043,0.180469,3.912915,59.668017
2017-09-16 03:30:00,1.754053,63.804787,81.270208,56.221554,476.677896,606.168807,0.318988,0.504181,25.552374
2017-09-16 03:45:00,16.299441,86.517067,257.562516,64.038534,270.196735,557.018786,0.591888,0.968791,43.171533
2017-09-16 04:00:00,3.276148,24.578255,80.98052,96.678499,337.879862,362.126565,0.11277,16.286564,150.967916
2017-09-16 04:15:00,8.650337,31.338021,87.484732,91.531576,230.762319,457.817663,0.155166,0.018373,73.115133
2017-09-16 04:30:00,13.527671,43.094131,111.550025,23.66657,158.394595,476.735347,0.083031,4.606708,84.950037
2017-09-16 04:45:00,6.044763,48.08242,52.218133,9.169646,167.858553,770.80175,0.031159,0.091469,36.15201
2017-09-16 05:00:00,6.657938,22.232222,211.866565,121.506562,286.914619,416.202696,0.085206,0.02095,19.709559
2017-09-16 05:15:00,8.665412,241.632678,137.285089,33.796063,454.074065,431.025555,0.112464,0.099356,29.004246
2017-09-16 05:30:00,3.035068,166.023255,316.49473,22.122864,368.651435,414.029403,0.102411,0.04686,52.718514
2017-09-16 05:45:00,32.534595,66.187862,145.260276,266.393123,247.87789,164.756618,0.070351,0.243808,86.477917
2017-09-16 06:00:00,79.298647,50.920265,21.085922,43.351853,247.798026,482.872265,0.110336,0.382395,147.195026
2017-09-16 06:15:00,61.954968,57.405856,22.903976,35.371631,193.475821,393.036561,1.139628,0.35354,2.087743
2017-09-16 06:30:00,185.330183,101.841669,18.321975,67.16407,320.431188,245.184976,0.276391,20.890953,15.618404
2017-09-16 06:45:00,79.177993,98.87987,12.209591,116.625185,174.787004,205.053757,6.836128,0.858034,1.827165
2017-09-16 07:00:00,21.19571,32.506875,40.139449,30.146699,270.856502,305.268396,0.13689,0.742446,1.962386
2017-09-16 07:15:00,78.888605,69.751696,8.496674,47.161085,193.76417,91.220099,3.53692,16.629409,44.320216
2017-09-16 07:30:00,6.149448,164.996846,39.86764,127.411096,438.160272,218.075386,4.141449,18.032532,7.544405
2017-09-16 07:45:00,9.438832,122.401924,30.222731,136.57989,420.826628,204.641094,7.837418,8.801529,9.52801
2017-09-16 08:00:00,54.572309,207.148424,117.260096,1710.445671,233.871445,458.171214,0.42509,0.987898,15.42198
2017-09-16 08:15:00,89.83808,112.47804,36.169943,1417.592643,213.531601,470.520655,1.445857,0.35935,26.03533
2017-09-16 08:30:00,49.829441,241.589759,17.518851,185.600919,276.654321,468.082917,3.937904,3.715082,54.821668
2017-09-16 08:45:00,145.582436,255.814676,75.134587,211.815669,545.228187,605.106323,22.301534,0.720097,18.476782
2017-09-16 09:00:00,117.386227,200.559283,77.387642,260.99799,341.989133,606.535997,12.37959,9.406231,38.487385
2017-09-16 09:15:00,82.415268,328.646893,116.648051,272.146829,271.926163,311.037544,0.869234,1.705853,15.89576
2017-09-16 09:30:00,93.005046,147.705009,246.643038,457.728876,387.479097,707.584038,42.311054,16.949397,67.003682
2017-09-16 09:45:00,80.338853,152.585807,300.438662,372.983927,485.626501,658.457413,1.461426,9.954398,209.870322
2017-09-16 10:00:00,52.231113,124.751739,153.534719,448.950805,712.662646,734.498532,8.96809,5.133293,72.155671
2017-09-16 10:15:00,49.836847,139.333662,278.1021,303.783513,565.875423,1041.085639,8.685154,9.698661,39.781145
2017-09-16 10:30:00,20.521149,353.241109,109.669427,509.370917,444.416294,719.641739,16.542356,23.694351,35.791907
2017-09-16 10:45:00,43.808059,231.611915,353.64769,465.773981,545.29782,963.680348,1.554909,4.962236,46.854811
2017-09-16 11:00:00,231.899959,201.781911,181.111519,544.178117,562.111835,1248.26264,4.813082,2.620852,143.110551
2017-09-16 11:15:00,46.339656,256.766682,417.420608,273.709011,441.548414,771.268557,8.256286,8.474806,84.300559
2017-09-16 11:30:00,53.642042000000004,82.746653,631.31871,510.145075,690.474303,759.094244,8.288509,2.221624,169.183051
2017-09-16 11:45:00,56.009084,188.478305,378.32537,392.610891,802.698555,802.286664,16.483678,2.813759,59.440568
2017-09-16 12:00:00,43.739791,113.552615,538.19074,615.402339,800.978888,1096.46461,7.61935,8.909586,152.695826
2017-09-16 12:15:00,34.234565,228.896566,557.156401,565.229259,937.61477,771.452227,6.781268,18.66179,168.332611
2017-09-16 12:30:00,45.484336,290.607975,140.800751,380.47361,620.202387,1014.185725,3.732688,64.993198,310.345121
2017-09-16 12:45:00,39.013742,308.985951,373.898007,330.879606,1052.514632,966.500086,36.946023,40.479619,95.986829
2017-09-16 13:00:00,112.041496,380.920502,283.100659,340.168881,968.720896,722.500902,1.387787,7.587844,289.385632
2017-09-16 13:15:00,25.833206,253.933088,287.155208,300.43791,1109.910048,887.115076,11.852794,187.882927,72.913938
2017-09-16 13:30:00,121.538785,115.222383,318.317962,290.5448,1172.262341,967.958605,10.627918,7.635276,81.465743
2017-09-16 13:45:00,56.526852,83.072123,241.896014,451.224037,589.657293,954.765276,7.685243,3.596154,122.22767
2017-09-16 14:00:00,174.831315,165.035077,239.859858,499.757987,801.949561,1254.683728,2.010457,8.003832,147.668927
2017-09-16 14:15:00,57.906067,266.693835,275.844104,403.980982,879.638755,1241.416286,6.351517,6.252615,125.153215
2017-09-16 14:30:00,76.598291,101.292473,372.42319,290.710315,760.782354,761.47443,26.872859,3.13696,80.643258
2017-09-16 14:45:00,96.853435,156.696235,600.47585,236.588652,1031.911388,803.740483,2.854028,18.290709,57.26574
2017-09-16 15:00:00,50.272236,179.581443,493.220418,428.3885,869.45783,1238.549062,3.676352,79.209642,83.788959
2017-09-16 15:15:00,17.523662,214.553678,609.902052,396.424521,544.17181,1307.887213,4.713629,14.274464,50.389012
2017-09-16 15:30:00,49.850151,274.518491,203.92916,612.906029,895.417035,863.574631,3.677746,10.687538,258.998727
2017-09-16 15:45:00,43.111203,189.757553,242.041597,619.655091,1221.680679,863.241836,30.105302,9.948127,239.162819
2017-09-16 16:00:00,72.900176,225.010501,336.73391,434.627104,796.586387,773.967101,3.76508,396.710976,35.937405
2017-09-16 16:15:00,66.126865,339.588153,333.798694,399.166862,874.524391,752.318543,6.49121,7.812498,133.25555
2017-09-16 16:30:00,63.858829,99.943481,263.038125,612.621945,779.843239,1069.713505,3.065412,26.989755,98.20102
2017-09-16 16:45:00,86.663677,90.834384,319.696692,318.859185,1247.591697,972.19379,1.791501,55.231447,182.445704
2017-09-16 17:00:00,52.039462,170.778365,416.101055,311.467414,1231.141108,1186.306236,46.756597,54.630449,113.812632
2017-09-16 17:15:00,127.204155,178.687903,536.265309,264.546782,880.963819,940.490157,9.589988,39.541006,216.731959
2017-09-16 17:30:00,54.708383,328.726031,583.67802,211.441894,803.581075,1097.58499,15.436477,147.837866,266.289667
2017-09-16 17:45:00,26.421438,249.289393,626.196174,397.131264,849.641866,1146.989194,21.298878,108.221181,67.623749
2017-09-16 18:00:00,150.854887,185.061898,332.491681,523.65213,1048.776546,1166.099102,49.595772,129.965518,65.159533
2017-09-16 18:15:00,204.494456,193.097575,346.550183,961.287684,909.364776,899.037429,8.623362,76.614663,100.628264
2017-09-16 18:30:00,125.937516,247.877976,258.459039,352.533513,696.684778,1223.582433,96.929853,52.924958,230.103667
2017-09-16 18:45:00,73.575768,182.446803,248.563478,335.212059,714.261276,1185.524884,165.244433,24.736945,187.977246
2017-09-16 19:00:00,37.393276,130.062649,428.006734,231.168276,872.236315,968.712818,140.92241,6.453905,43.408358
2017-09-16 19:15:00,36.161499,131.4832,378.675291,249.052186,1204.154605,1260.927872,116.563167,5.387304,55.069241
2017-09-16 19:30:00,52.15275,199.300371,816.327894,527.021243,1084.868663,1024.743662,92.557136,20.110524,79.022496
2017-09-16 19:45:00,60.717213,462.24723,915.886789,441.775659,854.97471,1902.032307,169.427676,9.203623,186.969945
2017-09-16 20:00:00,92.813372,238.973931,839.258119,408.854437,1261.329606,1242.848501,55.469962,16.523578,77.2508
2017-09-16 20:15:00,64.615512,334.781099,357.222229,772.613159,1622.009793,1250.409013,66.393896,3.8849,170.660614
2017-09-16 20:30:00,217.34902400000001,306.733492,683.395671,1164.112208,1152.087957,1584.995352,27.60702,13.258101,74.212587
2017-09-16 20:45:00,139.751094,186.341834,237.662813,1211.57335,1070.626939,1386.610586,25.830738,82.690063,144.317513
2017-09-16 21:00:00,299.86708,308.614102,266.58116,1504.966435,1753.956537,1758.885622,30.419663,14.641399,153.248128
2017-09-16 21:15:00,242.719168,756.504952,246.996202,1368.072827,1821.387801,1647.508818,40.085147,28.636804,124.077098
